Select all table rows,Image,Product Name,Printing,Condition,Rarity,Number,Market Price,"Add to CartWe’re dedicated to helping you save both time and money by finding you the lowest prices around, with priority given to Direct."
Select table row 774,,Peli Motto - I Should Charge You More (Foil),Foil,Near Mint,Uncommon,760,$0.18,Quantity:1123456789Add To Cart
Select table row 775,,Peli Motto - I Should Charge You More (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,998,$0.35,Quantity:1123456789Add To Cart
Select table row 776,,Peli Motto - I Should Charge You More (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,522,$0.19,Quantity:1123456789Add To Cart
Select table row 777,,Pillio Star Compass,Normal,Near Mint,Uncommon,122/264,$0.09,Quantity:1123456789Add To Cart
Select table row 778,,Pillio Star Compass (Foil),Foil,Near Mint,Uncommon,624,$0.17,Quantity:1123456789Add To Cart
Select table row 779,,Pillio Star Compass (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,862,$0.28,Quantity:1123456789Add To Cart
Select table row 780,,Pillio Star Compass (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,386,$0.20,Quantity:1123456789Add To Cart
Select table row 781,,Plo Koon - I Don't Believe in Chance,Normal,Condition:Near MintNear MintLightly Played,Uncommon,050/264,$0.12,Quantity:1123456789Add To Cart
Select table row 782,,Plo Koon - I Don't Believe in Chance (Foil),Foil,Near Mint,Uncommon,552,$0.20,Quantity:1123456789Add To Cart
Select table row 783,,Plo Koon - I Don't Believe in Chance (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,790,$0.54,Quantity:1123456789Add To Cart
Select table row 784,,Plo Koon - I Don't Believe in Chance (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,314,$0.25,Quantity:1123456789Add To Cart
Select table row 785,,Plo Koon - I Don't Believe in Chance (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1080,$3.34,Quantity:1123456789Add To Cart
Select table row 786,,Plo Koon - I Don't Believe in Chance (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1034,$1.20,Quantity:1123456789Add To Cart
Select table row 787,,Point Rain Reclaimer,Normal,Near Mint,Common,092/264,$0.05,Quantity:1123456789Add To Cart
Select table row 788,,Point Rain Reclaimer (Foil),Foil,Near Mint,Common,594,$0.13,Quantity:1123456789Add To Cart
Select table row 789,,Point Rain Reclaimer (Hyperspace Foil),Foil,Near Mint,Common,832,$0.31,Quantity:1123456789Add To Cart
Select table row 790,,Point Rain Reclaimer (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,356,$0.16,Quantity:1123456789Add To Cart
Select table row 791,,"Pong Krell - It's Treason, Then",Normal,Condition:Near MintNear MintLightly Played,Rare,038/264,$0.22,Quantity:1123456789Add To Cart
Select table row 792,,"Pong Krell - It's Treason, Then (Foil)",Foil,Condition:Near MintNear MintLightly Played,Rare,540,$0.24,Quantity:1123456789Add To Cart
Select table row 793,,"Pong Krell - It's Treason, Then (Hyperspace Foil)",Foil,Condition:Near MintNear MintLightly Played,Rare,778,$1.06,Quantity:1123456789Add To Cart
Select table row 794,,"Pong Krell - It's Treason, Then (Hyperspace)",Normal,Condition:Near MintNear MintLightly Played,Rare,302,$0.52,Quantity:1123456789Add To Cart
Select table row 795,,"Pong Krell - It's Treason, Then (Prestige Foil)",Foil,Condition:Near MintNear MintLightly Played,Rare,1074,$2.02,Quantity:1123456789Add To Cart
Select table row 796,,"Pong Krell - It's Treason, Then (Prestige)",Normal,Condition:Near MintNear MintLightly Played,Rare,1028,$1.28,Quantity:1123456789Add To Cart
Select table row 797,,Porg,Normal,Condition:Near MintNear MintLightly Played,Common,254/264,$0.11,Quantity:1123456789Add To Cart
Select table row 798,,Porg (Foil),Foil,Near Mint,Common,756,$0.20,Quantity:1123456789Add To Cart
Select table row 799,,Porg (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,994,$1.28,Quantity:1123456789Add To Cart
Select table row 800,,Porg (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,518,$0.33,Quantity:1123456789Add To Cart
Select table row 801,,Pounce,Normal,Near Mint,Common,224/264,$0.06,Quantity:1123456789Add To Cart
Select table row 802,,Pounce (Foil),Foil,Near Mint,Common,726,$0.13,Quantity:1123456789Add To Cart
Select table row 803,,Pounce (Hyperspace Foil),Foil,Near Mint,Common,964,$0.30,Quantity:1123456789Add To Cart
Select table row 804,,Pounce (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,488,$0.18,Quantity:1123456789Add To Cart
Select table row 805,,Praetorian Guard,Normal,Condition:Near MintNear MintLightly Played,Common,085/264,$0.06,Quantity:1123456789Add To Cart
Select table row 806,,Praetorian Guard (Foil),Foil,Near Mint,Common,587,$0.12,Quantity:1123456789Add To Cart
Select table row 807,,Praetorian Guard (Hyperspace Foil),Foil,Near Mint,Common,825,$1.01,Quantity:1123456789Add To Cart
Select table row 808,,Praetorian Guard (Hyperspace),Normal,Near Mint,Common,349,$0.24,Quantity:1123456789Add To Cart
Select table row 809,,Premonition of Doom,Normal,Condition:Near MintNear MintLightly Played,Rare,203/264,$0.24,Quantity:1123456789Add To Cart
Select table row 810,,Premonition of Doom (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,705,$0.20,Quantity:1123456789Add To Cart
Select table row 811,,Premonition of Doom (Hyperspace Foil),Foil,Condition:Near MintNear MintModerately Played,Rare,943,$0.64,Quantity:1123456789Add To Cart
Select table row 812,,Premonition of Doom (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,467,$0.39,Quantity:1123456789Add To Cart
Select table row 813,,Priestesses of the Force - Eternal,Normal,Condition:Near MintNear MintLightly Played,Uncommon,072/264,$0.11,Quantity:1123456789Add To Cart
Select table row 814,,Priestesses of the Force - Eternal (Foil),Foil,Near Mint,Uncommon,574,$0.16,Quantity:1123456789Add To Cart
Select table row 815,,Priestesses of the Force - Eternal (Hyperspace Foil),Foil,Near Mint,Uncommon,812,$0.24,Quantity:1123456789Add To Cart
Select table row 816,,Priestesses of the Force - Eternal (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,336,$0.19,Quantity:1123456789Add To Cart
Select table row 817,,Priestesses of the Force - Eternal (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1087,$1.61,Quantity:1123456789Add To Cart
Select table row 818,,Priestesses of the Force - Eternal (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1041,$1.00,Quantity:1123456789Add To Cart
Select table row 819,,Protect the Pod,Normal,Near Mint,Common,128/264,$0.05,Quantity:1123456789Add To Cart
Select table row 820,,Protect the Pod (Foil),Foil,Near Mint,Common,630,$0.15,Quantity:1123456789Add To Cart
Select table row 821,,Protect the Pod (Hyperspace Foil),Foil,Near Mint,Common,868,$0.28,Quantity:1123456789Add To Cart
Select table row 822,,Protect the Pod (Hyperspace),Normal,Near Mint,Common,392,$0.21,Quantity:1123456789Add To Cart
Select table row 823,,Psychometry,Normal,Condition:Near MintNear MintLightly Played,Rare,219/264,$0.22,Quantity:1123456789Add To Cart
Select table row 824,,Psychometry (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,721,$0.23,Quantity:1123456789Add To Cart
Select table row 825,,Psychometry (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,959,$0.79,Quantity:1123456789Add To Cart
Select table row 826,,Psychometry (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,483,$0.28,Quantity:1123456789Add To Cart
Select table row 827,,Purge Trooper,Normal,Near Mint,Common,133/264,$0.07,Quantity:1123456789Add To Cart
Select table row 828,,Purge Trooper (Foil),Foil,Near Mint,Common,635,$0.15,Quantity:1123456789Add To Cart
Select table row 829,,Purge Trooper (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,873,$0.40,Quantity:1123456789Add To Cart
Select table row 830,,Purge Trooper (Hyperspace),Normal,Near Mint,Common,397,$0.21,Quantity:1123456789Add To Cart
Select table row 831,,Qui-Gon Jinn - Student of the Living Force,Normal,Condition:Near MintNear MintLightly Played,Special,016/264,$2.76,Quantity:1123456789Add To Cart
Select table row 832,,Qui-Gon Jinn - Student of the Living Force (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,280,$0.73,Quantity:1123456789Add To Cart
Select table row 833,,Qui-Gon Jinn - Student of the Living Force (Showcase),Foil,Condition:Near MintNear MintLightly PlayedHeavily Played,Special,1020,$76.84,Quantity:1123456789Add To Cart
Select table row 834,,Qui-Gon Jinn - The Negotiations Will Be Short,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,200/264,$2.53,Quantity:1123456789Add To Cart
Select table row 835,,Qui-Gon Jinn - The Negotiations Will Be Short (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,702,$2.25,Quantity:1123456789Add To Cart
Select table row 836,,Qui-Gon Jinn - The Negotiations Will Be Short (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,940,$4.14,Quantity:1123456789Add To Cart
Select table row 837,,Qui-Gon Jinn - The Negotiations Will Be Short (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,464,$2.72,Quantity:1123456789Add To Cart
Select table row 838,,Qui-Gon Jinn - The Negotiations Will Be Short (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1097,$7.29,Quantity:1123456789Add To Cart
Select table row 839,,Qui-Gon Jinn - The Negotiations Will Be Short (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1051,$5.26,Quantity:1123456789Add To Cart
Select table row 840,,Qui-Gon Jinn - The Negotiations Will Be Short (Serialized),Foil,Near Mint,Legendary,1143,$209.92,Quantity:1123456789Add To Cart
Select table row 841,,Qui-Gon Jinn's Aethersprite - Guided by the Force,Normal,Condition:Near MintNear MintLightly Played,Special,197/264,$0.64,Quantity:1123456789Add To Cart
Select table row 842,,Qui-Gon Jinn's Aethersprite - Guided by the Force (Foil),Foil,Near Mint,Special,699,$0.36,Quantity:1123456789Add To Cart
Select table row 843,,Qui-Gon Jinn's Aethersprite - Guided by the Force (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Special,937,$2.28,Quantity:1123456789Add To Cart
Select table row 844,,Qui-Gon Jinn's Aethersprite - Guided by the Force (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,461,$1.24,Quantity:1123456789Add To Cart
Select table row 845,,Qui-Gon Jinn's Lightsaber,Normal,Condition:Near MintNear MintLightly Played,Special,201/264,$0.91,Quantity:1123456789Add To Cart
Select table row 846,,Qui-Gon Jinn's Lightsaber (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,703,$0.30,Quantity:1123456789Add To Cart
Select table row 847,,Qui-Gon Jinn's Lightsaber (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Special,941,$2.00,Quantity:1123456789Add To Cart
Select table row 848,,Qui-Gon Jinn's Lightsaber (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,465,$1.08,Quantity:1123456789Add To Cart
Select table row 849,,Quinlan Vos - Dark Disciple,Normal,Condition:Near MintNear MintLightly Played,Uncommon,163/264,$0.17,Quantity:1123456789Add To Cart
Select table row 850,,Quinlan Vos - Dark Disciple (Foil),Foil,Near Mint,Uncommon,665,$0.27,Quantity:1123456789Add To Cart
Select table row 851,,Quinlan Vos - Dark Disciple (Hyperspace Foil),Foil,Near Mint,Uncommon,903,$0.73,Quantity:1123456789Add To Cart
Select table row 852,,Quinlan Vos - Dark Disciple (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,427,$0.57,Quantity:1123456789Add To Cart
Select table row 853,,Rampage,Normal,Condition:Near MintNear MintLightly Played,Uncommon,127/264,$0.07,Quantity:1123456789Add To Cart
Select table row 854,,Rampage (Foil),Foil,Near Mint,Uncommon,629,$0.17,Quantity:1123456789Add To Cart
Select table row 855,,Rampage (Hyperspace Foil),Foil,Near Mint,Uncommon,867,$0.29,Quantity:1123456789Add To Cart
Select table row 856,,Rampage (Hyperspace),Normal,Near Mint,Uncommon,391,$0.19,Quantity:1123456789Add To Cart
Select table row 857,,Ravening Gundark,Normal,Near Mint,Common,259/264,$0.04,Quantity:1123456789Add To Cart
Select table row 858,,Ravening Gundark (Foil),Foil,Near Mint,Common,761,$0.12,Quantity:1123456789Add To Cart
Select table row 859,,Ravening Gundark (Hyperspace Foil),Foil,Near Mint,Common,999,$0.24,Quantity:1123456789Add To Cart
Select table row 860,,Ravening Gundark (Hyperspace),Normal,Near Mint,Common,523,$0.19,Quantity:1123456789Add To Cart
Select table row 861,,Ravenous Rathtar,Normal,Near Mint,Common,168/264,$0.05,Quantity:1123456789Add To Cart
Select table row 862,,Ravenous Rathtar (Foil),Foil,Near Mint,Common,670,$0.11,Quantity:1123456789Add To Cart
Select table row 863,,Ravenous Rathtar (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,908,$0.23,Quantity:1123456789Add To Cart
Select table row 864,,Ravenous Rathtar (Hyperspace),Normal,Near Mint,Common,432,$0.18,Quantity:1123456789Add To Cart
Select table row 865,,Refugee of The Path,Normal,Near Mint,Common,242/264,$0.05,Quantity:1123456789Add To Cart
Select table row 866,,Refugee of The Path (Foil),Foil,Near Mint,Common,744,$0.11,Quantity:1123456789Add To Cart
Select table row 867,,Refugee of The Path (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,982,$0.18,Quantity:1123456789Add To Cart
Select table row 868,,Refugee of The Path (Hyperspace),Normal,Near Mint,Common,506,$0.20,Quantity:1123456789Add To Cart
Select table row 869,,Relic Scavenger,Normal,Condition:Near MintNear MintLightly Played,Common,116/264,$0.06,Quantity:1123456789Add To Cart
Select table row 870,,Relic Scavenger (Foil),Foil,Near Mint,Common,618,$0.17,Quantity:1123456789Add To Cart
Select table row 871,,Relic Scavenger (Hyperspace Foil),Foil,Near Mint,Common,856,$0.22,Quantity:1123456789Add To Cart
Select table row 872,,Relic Scavenger (Hyperspace),Normal,Near Mint,Common,380,$0.15,Quantity:1123456789Add To Cart
Select table row 873,,Rey - Nobody,Normal,Condition:Near MintNear MintLightly Played,Rare,012/264,$0.14,Quantity:1123456789Add To Cart
Select table row 874,,Rey - Nobody (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,276,$0.23,Quantity:1123456789Add To Cart
Select table row 875,,Rey - Nobody (Showcase),Foil,Condition:Near MintNear MintLightly Played,Rare,1016,$38.74,Quantity:1123456789Add To Cart
Select table row 876,,Rey - With Palpatine's Power,Normal,Condition:Near MintNear MintLightly Played,Rare,148/264,$0.77,Quantity:1123456789Add To Cart
Select table row 877,,Rey - With Palpatine's Power (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,650,$0.63,Quantity:1123456789Add To Cart
Select table row 878,,Rey - With Palpatine's Power (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,888,$3.17,Quantity:1123456789Add To Cart
Select table row 879,,Rey - With Palpatine's Power (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,412,$1.63,Quantity:1123456789Add To Cart
Select table row 880,,Saesee Tiin - Courageous Warrior,Normal,Condition:Near MintNear MintLightly Played,Uncommon,167/264,$0.09,Quantity:1123456789Add To Cart
Select table row 881,,Saesee Tiin - Courageous Warrior (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,669,$0.13,Quantity:1123456789Add To Cart
Select table row 882,,Saesee Tiin - Courageous Warrior (Hyperspace Foil),Foil,Near Mint,Uncommon,907,$0.35,Quantity:1123456789Add To Cart
Select table row 883,,Saesee Tiin - Courageous Warrior (Hyperspace),Normal,Near Mint,Uncommon,431,$0.24,Quantity:1123456789Add To Cart
Select table row 884,,Saesee Tiin - Courageous Warrior (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1090,$1.65,Quantity:1123456789Add To Cart
Select table row 885,,Saesee Tiin - Courageous Warrior (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1044,$0.94,Quantity:1123456789Add To Cart
Select table row 886,,Saesee Tiin - Courageous Warrior (Serialized),Foil,Near Mint,Uncommon,1136,$100.00,Quantity:1123456789Add To Cart
Select table row 887,,Sandtrooper Cavalry,Normal,Condition:Near MintNear MintLightly Played,Common,232/264,$0.09,Quantity:1123456789Add To Cart
Select table row 888,,Sandtrooper Cavalry (Foil),Foil,Near Mint,Common,734,$0.15,Quantity:1123456789Add To Cart
Select table row 889,,Sandtrooper Cavalry (Hyperspace Foil),Foil,Near Mint,Common,972,$0.33,Quantity:1123456789Add To Cart
Select table row 890,,Sandtrooper Cavalry (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,496,$0.19,Quantity:1123456789Add To Cart
Select table row 891,,Savage Opress - Imbued With Hate,Normal,Condition:Near MintNear MintLightly Played,Uncommon,137/264,$0.07,Quantity:1123456789Add To Cart
Select table row 892,,Savage Opress - Imbued With Hate (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,639,$0.13,Quantity:1123456789Add To Cart
Select table row 893,,Savage Opress - Imbued With Hate (Hyperspace Foil),Foil,Near Mint,Uncommon,877,$0.40,Quantity:1123456789Add To Cart
Select table row 894,,Savage Opress - Imbued With Hate (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,401,$0.23,Quantity:1123456789Add To Cart
Select table row 895,,Savage Opress - Imbued With Hate (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1073,$2.24,Quantity:1123456789Add To Cart
Select table row 896,,Savage Opress - Imbued With Hate (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1027,$1.28,Quantity:1123456789Add To Cart
Select table row 897,,Savage Opress - Imbued With Hate (Serialized),Foil,Near Mint,Uncommon,1119,$90.00,Quantity:1123456789Add To Cart
Select table row 898,,Scimitar - Sith Infiltrator,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Special,233/264,$2.20,Quantity:1123456789Add To Cart
Select table row 899,,Scimitar - Sith Infiltrator (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,735,$0.80,Quantity:1123456789Add To Cart
Select table row 900,,Scimitar - Sith Infiltrator (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Special,973,$3.84,Quantity:1123456789Add To Cart
Select table row 901,,Scimitar - Sith Infiltrator (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,497,$2.55,Quantity:1123456789Add To Cart
Select table row 902,,Scythe - Intimidating Silhouette,Normal,Condition:Near MintNear MintLightly Played,Rare,135/264,$0.27,Quantity:1123456789Add To Cart
Select table row 903,,Scythe - Intimidating Silhouette (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,637,$0.25,Quantity:1123456789Add To Cart
Select table row 904,,Scythe - Intimidating Silhouette (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,875,$1.45,Quantity:1123456789Add To Cart
Select table row 905,,Scythe - Intimidating Silhouette (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,399,$0.66,Quantity:1123456789Add To Cart
Select table row 906,,Second Sister - Seeking the Holocron,Normal,Condition:Near MintNear MintLightly Played,Rare,184/264,$0.33,Quantity:1123456789Add To Cart
Select table row 907,,Second Sister - Seeking the Holocron (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,686,$0.28,Quantity:1123456789Add To Cart
Select table row 908,,Second Sister - Seeking the Holocron (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,924,$0.74,Quantity:1123456789Add To Cart
Select table row 909,,Second Sister - Seeking the Holocron (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,448,$0.71,Quantity:1123456789Add To Cart
Select table row 910,,Second Sister - Seeking the Holocron (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1069,$2.10,Quantity:1123456789Add To Cart
Select table row 911,,Second Sister - Seeking the Holocron (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1023,$1.54,Quantity:1123456789Add To Cart
Select table row 912,,Second Sister - Seeking the Holocron (Serialized),Foil,Near Mint,Rare,1115,$177.57,Quantity:1123456789Add To Cart
Select table row 913,,Secretive Sage,Normal,Condition:Near MintNear MintLightly Played,Common,061/264,$0.16,Quantity:1123456789Add To Cart
Select table row 914,,Secretive Sage (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,563,$0.26,Quantity:1123456789Add To Cart
Select table row 915,,Secretive Sage (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,801,$2.90,Quantity:1123456789Add To Cart
Select table row 916,,Secretive Sage (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,325,$1.36,Quantity:1123456789Add To Cart
Select table row 917,,Shadowed Undercity // Experience,Normal,Near Mint,Common,021/264 // T01/T03,$0.07,Quantity:1123456789Add To Cart
Select table row 918,,Shadowed Undercity // Experience (Hyperspace),Normal,Near Mint,Common,285 // T01,$1.24,Quantity:1123456789Add To Cart
Select table row 919,,Shadowed Undercity // Force,Normal,Near Mint,Common,021/264 // T03/T03,$0.10,Quantity:1123456789Add To Cart
Select table row 920,,Shadowed Undercity // Force (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,285 // T03,$0.14,Quantity:1123456789Add To Cart
Select table row 921,,Shadowed Undercity // Shield,Normal,Near Mint,Common,021/264 // T02/T03,$0.09,Quantity:1123456789Add To Cart
Select table row 922,,Shatterpoint,Normal,Condition:Near MintNear MintLightly Played,Uncommon,079/264,$0.40,Quantity:1123456789Add To Cart
Select table row 923,,Shatterpoint (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,581,$0.37,Quantity:1123456789Add To Cart
Select table row 924,,Shatterpoint (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,819,$3.57,Quantity:1123456789Add To Cart
Select table row 925,,Shatterpoint (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,343,$1.15,Quantity:1123456789Add To Cart
Select table row 926,,Shien Flurry,Normal,Condition:Near MintNear MintLightly Played,Uncommon,220/264,$0.21,Quantity:1123456789Add To Cart
Select table row 927,,Shien Flurry (Foil),Foil,Near Mint,Uncommon,722,$0.22,Quantity:1123456789Add To Cart
Select table row 928,,Shien Flurry (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,960,$1.09,Quantity:1123456789Add To Cart
Select table row 929,,Shien Flurry (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,484,$0.52,Quantity:1123456789Add To Cart
Select table row 930,,Shin Hati - Overeager Apprentice,Normal,Condition:Near MintNear MintLightly Played,Uncommon,183/264,$0.19,Quantity:1123456789Add To Cart
Select table row 931,,Shin Hati - Overeager Apprentice (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,685,$0.28,Quantity:1123456789Add To Cart
Select table row 932,,Shin Hati - Overeager Apprentice (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,923,$0.80,Quantity:1123456789Add To Cart
Select table row 933,,Shin Hati - Overeager Apprentice (Hyperspace),Normal,Near Mint,Uncommon,447,$0.68,Quantity:1123456789Add To Cart
Select table row 934,,Shin Hati - Overeager Apprentice (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1112,$16.49,Quantity:1123456789Add To Cart
Select table row 935,,Shin Hati - Overeager Apprentice (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1066,$3.36,Quantity:1123456789Add To Cart
Select table row 936,,Sifo-Dyas - Commissioning An Army,Normal,Condition:Near MintNear MintLightly Played,Rare,117/264,$0.25,Quantity:1123456789Add To Cart
Select table row 937,,Sifo-Dyas - Commissioning An Army (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,619,$0.18,Quantity:1123456789Add To Cart
Select table row 938,,Sifo-Dyas - Commissioning An Army (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,857,$1.28,Quantity:1123456789Add To Cart
Select table row 939,,Sifo-Dyas - Commissioning An Army (Hyperspace),Normal,Near Mint,Rare,381,$0.59,Quantity:1123456789Add To Cart
Select table row 940,,Sifo-Dyas - Commissioning An Army (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1095,$1.61,Quantity:1123456789Add To Cart
Select table row 941,,Sifo-Dyas - Commissioning An Army (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1049,$0.85,Quantity:1123456789Add To Cart
Select table row 942,,Sith Holocron,Normal,Condition:Near MintNear MintLightly Played,Rare,138/264,$0.28,Quantity:1123456789Add To Cart
Select table row 943,,Sith Holocron (Foil),Foil,Near Mint,Rare,640,$0.24,Quantity:1123456789Add To Cart
Select table row 944,,Sith Holocron (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,878,$3.15,Quantity:1123456789Add To Cart
Select table row 945,,Sith Holocron (Hyperspace),Normal,Near Mint,Rare,402,$2.28,Quantity:1123456789Add To Cart
Select table row 946,,Sith Legionnaire,Normal,Condition:Near MintNear MintLightly Played,Uncommon,081/264,$0.14,Quantity:1123456789Add To Cart
Select table row 947,,Sith Legionnaire (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,583,$0.19,Quantity:1123456789Add To Cart
Select table row 948,,Sith Legionnaire (Hyperspace Foil),Foil,Near Mint,Uncommon,821,$0.74,Quantity:1123456789Add To Cart
Select table row 949,,Sith Legionnaire (Hyperspace),Normal,Near Mint,Uncommon,345,$0.29,Quantity:1123456789Add To Cart
Select table row 950,,Size Matters Not,Normal,Condition:Near MintNear MintLightly Played,Rare,056/264,$0.23,Quantity:1123456789Add To Cart
Select table row 951,,Size Matters Not (Foil),Foil,Near Mint,Rare,558,$0.33,Quantity:1123456789Add To Cart
Select table row 952,,Size Matters Not (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,796,$1.17,Quantity:1123456789Add To Cart
Select table row 953,,Size Matters Not (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,320,$0.62,Quantity:1123456789Add To Cart
Select table row 954,,Sorcerers of Tund,Normal,Near Mint,Common,214/264,$0.05,Quantity:1123456789Add To Cart
Select table row 955,,Sorcerers of Tund (Foil),Foil,Near Mint,Common,716,$0.15,Quantity:1123456789Add To Cart
Select table row 956,,Sorcerers of Tund (Hyperspace Foil),Foil,Near Mint,Common,954,$0.28,Quantity:1123456789Add To Cart
Select table row 957,,Sorcerers of Tund (Hyperspace),Normal,Near Mint,Common,478,$0.18,Quantity:1123456789Add To Cart
Select table row 958,,Sorcerous Blast,Normal,Condition:Near MintNear MintLightly Played,Common,172/264,$0.07,Quantity:1123456789Add To Cart
Select table row 959,,Sorcerous Blast (Foil),Foil,Near Mint,Common,674,$0.16,Quantity:1123456789Add To Cart
Select table row 960,,Sorcerous Blast (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,912,$0.58,Quantity:1123456789Add To Cart
Select table row 961,,Sorcerous Blast (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,436,$0.25,Quantity:1123456789Add To Cart
Select table row 962,,Soresu Stance,Normal,Condition:Near MintNear MintLightly Played,Uncommon,076/264,$0.10,Quantity:1123456789Add To Cart
Select table row 963,,Soresu Stance (Foil),Foil,Near Mint,Uncommon,578,$0.15,Quantity:1123456789Add To Cart
Select table row 964,,Soresu Stance (Hyperspace Foil),Foil,Near Mint,Uncommon,816,$0.32,Quantity:1123456789Add To Cart
Select table row 965,,Soresu Stance (Hyperspace),Normal,Near Mint,Uncommon,340,$0.24,Quantity:1123456789Add To Cart
Select table row 966,,Starlight Temple // Experience,Normal,Near Mint,Common,024/264 // T01/T03,$0.08,Quantity:1123456789Add To Cart
